"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_yr","age_based_on_2024","age_at_hire","no_me_id"
59190,131751,"MARICOPA COUNTY","CORP",2,"2017-02-13","2021-03-20",4.099,2017,"MARICOPA COUNTY - CORP","County","59190-131751",1997,27,20,1
117440,209878,"COCONINO COUNTY","CORP",2,"2017-02-13","2018-12-14",1.834,2017,"COCONINO COUNTY - CORP","County","117440-209878",1995,29,22,1
85999,190417,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-13","",7.444,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","85999-190417",1979,45,38,1
35916,162813,"YAVAPAI COUNTY","CORP",2,"2017-02-13","2020-03-04",4.189,2017,"YAVAPAI COUNTY - CORP","County","35916-162813",1990,34,27,2
42214,174265,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-13","2022-02-02",4.972,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","42214-174265",1973,51,44,1
111053,224880,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-13","",7.444,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","111053-224880",1961,63,56,1
86865,148475,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2019-10-18",2.658,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","86865-148475",1994,30,23,1
14960,237080,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2024-04-12",7.143,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","14960-237080",1984,40,33,2
70971,253149,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2020-02-04",2.957,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","70971-253149",1983,41,34,1
106917,200083,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-07-06",0.375,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","106917-200083",1992,32,25,1
9142,263621,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2019-01-06",1.878,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","9142-263621",1985,39,32,1
71091,187570,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-10-10",0.638,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","71091-187570",1995,29,22,1
69409,172451,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-07-24",0.424,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","69409-172451",1994,30,23,1
108843,207404,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","108843-207404",1987,37,30,1
103020,262703,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","103020-262703",1990,34,27,1
109068,209055,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2019-09-02",2.533,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","109068-209055",1984,40,33,2
4516,253694,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","4516-253694",1965,59,52,1
56524,211113,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2018-07-27",1.432,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","56524-211113",1986,38,31,1
24280,137064,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","24280-137064",1993,31,24,1
33221,231833,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-09-24",0.594,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","33221-231833",1986,38,31,1
108059,236987,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","108059-236987",1988,36,29,1
68609,189901,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2018-08-24",1.509,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","68609-189901",1987,37,30,1
60259,152438,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","60259-152438",1973,51,44,1
905,239261,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","905-239261",1992,32,25,1
120431,180126,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","120431-180126",1952,72,65,1
90269,146359,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","90269-146359",1957,67,60,1
119979,261336,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-08-10",0.471,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","119979-261336",1970,54,47,1
38442,165620,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","38442-165620",1987,37,30,1
35881,179308,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-09-25",0.597,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","35881-179308",1986,38,31,1
49018,238925,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","49018-238925",1995,29,22,1
64375,263448,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-12-03",0.786,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","64375-263448",1990,34,27,1
55113,151903,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2020-04-25",3.179,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","55113-151903",1990,34,27,3
36903,180584,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2017-08-31",0.528,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","36903-180584",1994,30,23,2
67616,210087,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","",7.425,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","67616-210087",1994,30,23,1
113633,205595,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2019-05-15",2.231,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","113633-205595",1986,38,31,1
112846,160023,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2020-08-13",3.48,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","112846-160023",1996,28,21,1
107373,163049,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-20","2023-08-25",6.511,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","107373-163049",1994,30,23,1
29390,161719,"GILA COUNTY","CORP",2,"2017-02-21","2018-04-06",1.123,2017,"GILA COUNTY - CORP","County","29390-161719",1981,43,36,1
21097,249438,"DEPARTMENT OF CORRECTIONS","CORP",0,"2017-02-21","",NA,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","21097-249438",1962,62,55,1
95695,219820,"YAVAPAI COUNTY","CORP",2,"2017-02-21","2017-11-23",0.756,2017,"YAVAPAI COUNTY - CORP","County","95695-219820",1987,37,30,1
57429,153549,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-21","2019-02-22",2.004,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","57429-153549",1981,43,36,1
13222,176218,"MARICOPA COUNTY","CORP",2,"2017-02-21","",7.422,2017,"MARICOPA COUNTY - CORP","County","13222-176218",1991,33,26,1
103019,196913,"MARICOPA COUNTY","CORP",2,"2017-02-27","",7.406,2017,"MARICOPA COUNTY - CORP","County","103019-196913",1981,43,36,1
40813,168509,"MARICOPA COUNTY","CORP",2,"2017-02-27","2020-09-03",3.518,2017,"MARICOPA COUNTY - CORP","County","40813-168509",1984,40,33,1
52142,153530,"YAVAPAI COUNTY","CORP",2,"2017-02-27","2021-05-12",4.205,2017,"YAVAPAI COUNTY - CORP","County","52142-153530",1966,58,51,1
77005,237958,"MARICOPA COUNTY","CORP",2,"2017-02-27","2018-01-28",0.92,2017,"MARICOPA COUNTY - CORP","County","77005-237958",1986,38,31,1
26289,184579,"COCONINO COUNTY","CORP",2,"2017-02-27","2020-05-01",3.176,2017,"COCONINO COUNTY - CORP","County","26289-184579",1995,29,22,1
29225,184364,"DEPARTMENT OF CORRECTIONS","CORP",0,"2017-02-27","2022-09-16",NA,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","29225-184364",1963,61,54,1
123234,255335,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-27","2020-04-09",3.116,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","123234-255335",1974,50,43,1
43513,242640,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-02-27","",7.406,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","43513-242640",1977,47,40,1
18311,219762,"MARICOPA COUNTY","CORP",2,"2017-02-27","2018-06-17",1.303,2017,"MARICOPA COUNTY - CORP","County","18311-219762",1996,28,21,1
119094,126133,"YUMA COUNTY","CORP",2,"2017-02-27","2020-06-12",3.291,2017,"YUMA COUNTY - CORP","County","119094-126133",1988,36,29,1
104955,231803,"YUMA COUNTY","CORP",2,"2017-02-27","2017-12-03",0.767,2017,"YUMA COUNTY - CORP","County","104955-231803",1997,27,20,1
22508,232022,"MARICOPA COUNTY","CORP",2,"2017-02-27","2018-01-01",0.846,2017,"MARICOPA COUNTY - CORP","County","22508-232022",1987,37,30,1
56929,147123,"MARICOPA COUNTY","CORP",2,"2017-03-01","2018-05-09",1.191,2017,"MARICOPA COUNTY - CORP","County","56929-147123",1994,30,23,1
39348,132210,"MARICOPA COUNTY","CORP",2,"2017-03-01","",7.586,2017,"MARICOPA COUNTY - CORP","County","39348-132210",1963,61,54,1
1936,133548,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-03","2018-01-07",0.851,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","1936-133548",1995,29,22,1
67598,128929,"PIMA COUNTY","CORP",2,"2017-03-04","2017-08-20",0.465,2017,"PIMA COUNTY - CORP","County","67598-128929",1979,45,38,1
107920,176698,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2023-08-17",6.45,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","107920-176698",1990,34,27,1
102240,129196,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2022-09-09",5.514,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","102240-129196",1966,58,51,2
52297,128477,"MARICOPA COUNTY","CORP",2,"2017-03-06","",8.219,2017,"MARICOPA COUNTY - CORP","County","52297-128477",1965,59,52,2
25599,234784,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2020-12-24",3.806,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","25599-234784",1992,32,25,1
50235,239848,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","50235-239848",1960,64,57,1
101458,146958,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","101458-146958",1993,31,24,1
45055,207043,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2022-12-12",5.771,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","45055-207043",1992,32,25,1
72048,181385,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.515,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","72048-181385",1980,44,37,1
72670,141138,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","72670-141138",1987,37,30,1
10667,211298,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","10667-211298",1988,36,29,1
119641,204053,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2019-07-26",2.39,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","119641-204053",1990,34,27,1
75290,237567,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2017-03-11",0.016,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","75290-237567",1994,30,23,2
115949,178025,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","115949-178025",1987,37,30,1
41387,244419,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2019-03-01",1.988,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","41387-244419",1994,30,23,2
74527,188535,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","74527-188535",1976,48,41,1
73185,168540,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","73185-168540",1979,45,38,1
22492,198854,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2020-06-12",3.272,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","22492-198854",1995,29,22,1
22322,173381,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","22322-173381",1995,29,22,1
52815,215559,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2018-07-25",1.388,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","52815-215559",1991,33,26,1
4046,172812,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2022-04-15",5.112,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","4046-172812",1994,30,23,1
65032,209831,"MARICOPA COUNTY","CORP",2,"2017-03-06","2019-11-15",2.697,2017,"MARICOPA COUNTY - CORP","County","65032-209831",1997,27,20,1
111664,174187,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2022-02-28",4.986,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","111664-174187",1991,33,26,1
88223,204818,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-07-13",0.356,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","88223-204818",1988,36,29,1
67426,194335,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","67426-194335",1995,29,22,1
57076,164033,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2018-03-29",1.065,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","57076-164033",1995,29,22,1
16200,202075,"MARICOPA COUNTY","CORP",2,"2017-03-06","2017-07-14",3.912,2017,"MARICOPA COUNTY - CORP","County","16200-202075",1986,38,31,3
18369,192617,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","18369-192617",1985,39,32,1
104203,201139,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","104203-201139",1974,50,43,1
104228,214271,"MARICOPA COUNTY","CORP",2,"2017-03-06","2018-03-11",1.016,2017,"MARICOPA COUNTY - CORP","County","104228-214271",1997,27,20,1
74752,192275,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-08-24",0.471,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","74752-192275",1995,29,22,1
37173,190740,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-09-18",0.539,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","37173-190740",1966,58,51,1
65791,156533,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2018-12-07",1.758,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","65791-156533",1992,32,25,1
86964,195915,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-07-14",0.359,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","86964-195915",1993,31,24,1
38545,133699,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","38545-133699",1993,31,24,1
69833,196658,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2018-06-07",1.257,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","69833-196658",1994,30,23,1
31962,260952,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","31962-260952",1989,35,28,1
96476,219592,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","96476-219592",1991,33,26,1
60173,242914,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-11-06",0.674,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","60173-242914",1992,32,25,1
14926,261554,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","14926-261554",1967,57,50,1
101737,178836,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2017-08-29",0.485,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","101737-178836",1991,33,26,1
64456,231384,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2022-07-29",5.399,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","64456-231384",1957,67,60,1
24242,226376,"MARICOPA COUNTY","CORP",2,"2017-03-06","2018-09-29",1.569,2017,"MARICOPA COUNTY - CORP","County","24242-226376",1984,40,33,1
19467,166225,"DEPARTMENT OF CORRECTIONS","CORP",1,"2017-03-06","2024-01-26",13.41,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","19467-166225",1987,37,30,1
50018,158248,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","50018-158248",1987,37,30,1
86869,147472,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","86869-147472",1991,33,26,1
120640,183202,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","120640-183202",1972,52,45,1
26325,255112,"YUMA COUNTY","CORP",2,"2017-03-06","",8.449,2017,"YUMA COUNTY - CORP","County","26325-255112",1992,32,25,2
9370,226366,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","9370-226366",1985,39,32,1
32552,260296,"MARICOPA COUNTY","CORP",2,"2017-03-06","2020-12-21",3.797,2017,"MARICOPA COUNTY - CORP","County","32552-260296",1995,29,22,1
7427,136373,"MARICOPA COUNTY","CORP",2,"2017-03-06","",7.387,2017,"MARICOPA COUNTY - CORP","County","7427-136373",1996,28,21,1
65516,213322,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","65516-213322",1994,30,23,1
5593,158188,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2019-06-15",2.278,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","5593-158188",1989,35,28,1
27327,231808,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","2019-07-12",2.352,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","27327-231808",1992,32,25,1
105870,214078,"MARICOPA COUNTY","CORP",2,"2017-03-06","2023-05-06",6.168,2017,"MARICOPA COUNTY - CORP","County","105870-214078",1972,52,45,1
45620,149479,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-03-06","2019-01-24",1.889,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","45620-149479",1990,34,27,1
118736,203534,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-06","",7.387,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","118736-203534",1985,39,32,1
48008,251568,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-09","2024-02-13",6.935,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","48008-251568",1985,39,32,1
35740,238350,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-10","2017-12-08",0.75,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","35740-238350",1976,48,41,1
74772,263238,"GILA COUNTY","CORP",2,"2017-03-13","2017-07-23",0.364,2017,"GILA COUNTY - CORP","County","74772-263238",1992,32,25,1
100596,198462,"YUMA COUNTY","CORP",2,"2017-03-13","2020-06-13",3.255,2017,"YUMA COUNTY - CORP","County","100596-198462",1993,31,24,1
94585,198997,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-13","",7.368,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","94585-198997",1986,38,31,1
106135,185448,"COCONINO COUNTY","CORP",2,"2017-03-13","2018-08-13",1.421,2017,"COCONINO COUNTY - CORP","County","106135-185448",1997,27,20,1
108988,253131,"APACHE COUNTY","CORP",2,"2017-03-13","2023-04-09",7.991,2017,"APACHE COUNTY - CORP","County","108988-253131",1992,32,25,2
57902,237863,"PIMA COUNTY","CORP",2,"2017-03-15","2018-03-02",0.966,2017,"PIMA COUNTY - CORP","County","57902-237863",1997,27,20,1
89583,182376,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","89583-182376",1990,34,27,1
6551,174973,"PIMA COUNTY","CORP",2,"2017-03-15","2021-05-22",4.189,2017,"PIMA COUNTY - CORP","County","6551-174973",1992,32,25,1
62839,261995,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","62839-261995",1991,33,26,1
90615,204534,"PIMA COUNTY","CORP",2,"2017-03-15","2022-09-23",5.528,2017,"PIMA COUNTY - CORP","County","90615-204534",1995,29,22,1
78225,139188,"PIMA COUNTY","CORP",2,"2017-03-15","2018-03-10",0.988,2017,"PIMA COUNTY - CORP","County","78225-139188",1993,31,24,1
47841,247654,"PIMA COUNTY","CORP",2,"2017-03-15","2022-10-28",5.624,2017,"PIMA COUNTY - CORP","County","47841-247654",1996,28,21,1
17246,260055,"PIMA COUNTY","CORP",2,"2017-03-15","2017-07-03",0.304,2017,"PIMA COUNTY - CORP","County","17246-260055",1991,33,26,1
48132,253020,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","48132-253020",1993,31,24,1
115861,190553,"PIMA COUNTY","CORP",2,"2017-03-15","2021-04-27",4.12,2017,"PIMA COUNTY - CORP","County","115861-190553",1993,31,24,1
68393,231114,"PIMA COUNTY","CORP",2,"2017-03-15","2018-03-02",0.966,2017,"PIMA COUNTY - CORP","County","68393-231114",1991,33,26,1
49613,141131,"PIMA COUNTY","CORP",2,"2017-03-15","2021-05-24",4.194,2017,"PIMA COUNTY - CORP","County","49613-141131",1991,33,26,1
113967,201778,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","113967-201778",1997,27,20,1
42430,182873,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","42430-182873",1976,48,41,1
40277,221552,"PIMA COUNTY","CORP",2,"2017-03-15","2022-08-04",5.391,2017,"PIMA COUNTY - CORP","County","40277-221552",1995,29,22,1
96036,245830,"PIMA COUNTY","CORP",2,"2017-03-15","2020-01-22",2.858,2017,"PIMA COUNTY - CORP","County","96036-245830",1994,30,23,1
54801,245245,"PIMA COUNTY","CORP",2,"2017-03-15","2018-03-02",0.966,2017,"PIMA COUNTY - CORP","County","54801-245245",1994,30,23,1
94060,154847,"PIMA COUNTY","CORP",2,"2017-03-15","2018-02-17",0.931,2017,"PIMA COUNTY - CORP","County","94060-154847",1991,33,26,1
114853,259922,"PIMA COUNTY","CORP",2,"2017-03-15","2021-03-25",4.03,2017,"PIMA COUNTY - CORP","County","114853-259922",1995,29,22,1
124306,244011,"PIMA COUNTY","CORP",2,"2017-03-15","2019-07-17",2.341,2017,"PIMA COUNTY - CORP","County","124306-244011",1982,42,35,1
44447,191082,"PIMA COUNTY","CORP",2,"2017-03-15","",7.362,2017,"PIMA COUNTY - CORP","County","44447-191082",1990,34,27,1
73478,249647,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-16","2018-09-28",1.539,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","73478-249647",1992,32,25,1
41167,257752,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","",7.348,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","41167-257752",1992,32,25,1
115217,235476,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2022-07-01",5.284,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","115217-235476",1993,31,24,1
2702,179946,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2019-08-23",2.428,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","2702-179946",1990,34,27,1
101338,252322,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2019-06-05",2.212,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","101338-252322",1990,34,27,1
110539,257488,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","",7.348,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","110539-257488",1992,32,25,1
33965,158904,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2017-06-28",0.277,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","33965-158904",1984,40,33,1
51254,187519,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2017-07-31",0.367,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","51254-187519",1992,32,25,1
1554,158803,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2023-01-11",5.815,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","1554-158803",1984,40,33,1
111584,171429,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2020-01-09",2.809,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","111584-171429",1995,29,22,1
2739,180492,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2018-12-14",1.739,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","2739-180492",1987,37,30,1
18543,164276,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2018-08-13",1.402,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","18543-164276",1995,29,22,1
37324,145871,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2017-12-08",0.723,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","37324-145871",1991,33,26,1
109952,206284,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2019-07-04",2.292,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","109952-206284",1996,28,21,1
70460,193265,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2017-12-27",0.775,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","70460-193265",1994,30,23,1
83347,206411,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","2019-09-11",2.48,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","83347-206411",1980,44,37,3
110017,189810,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-03-20","",7.348,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","110017-189810",1987,37,30,1
