"m_id","me_id","employer_name","pln_acronym","tier_no","hire_dt","term_dt","total_service","hire_yr","employer_name_duplicate","level","combined_id","birth_dt","age_based_on_2024","age_at_hire"
70848,175398,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","70848-175398",1992,32,25
48250,191475,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-07-24",1.155,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","48250-191475",1996,28,21
69826,193616,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-09-23",1.322,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","69826-193616",1994,30,23
79867,243505,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","79867-243505",1993,31,24
123070,136665,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2023-09-01",6.261,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","123070-136665",1990,34,27
109470,186783,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","109470-186783",1977,47,40
96287,204775,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2020-01-24",2.658,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","96287-204775",1991,33,26
12399,161498,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2019-09-13",2.294,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","12399-161498",1993,31,24
43179,209706,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2021-03-18",3.806,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","43179-209706",1993,31,24
102778,231863,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-08-24",1.24,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","102778-231863",1990,34,27
1120,205625,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2017-10-27",0.416,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","1120-205625",1974,50,43
61132,150291,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2017-08-06",0.192,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","61132-150291",1995,29,22
86360,233912,"APACHE COUNTY","CORP",2,"2017-05-29","2019-03-17",1.802,2017,"APACHE COUNTY - CORP","County","86360-233912",1992,32,25
98092,186649,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-06-01",1.01,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","98092-186649",1991,33,26
52696,214264,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2017-12-27",0.583,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","52696-214264",1975,49,42
21373,142623,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","21373-142623",1984,40,33
22838,241755,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2019-07-17",2.136,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","22838-241755",1995,29,22
117625,249632,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2020-09-04",3.272,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","117625-249632",1994,30,23
81005,177997,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2022-12-30",5.591,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","81005-177997",1981,43,36
81609,219004,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2022-04-01",4.843,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","81609-219004",1994,30,23
72680,190654,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2024-06-14",7.047,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","72680-190654",1994,30,23
120634,252582,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","120634-252582",1989,35,28
40917,262409,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2019-05-19",1.974,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","40917-262409",1992,32,25
15503,262867,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2020-08-27",3.25,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","15503-262867",1987,37,30
38747,130404,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2021-07-21",4.148,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","38747-130404",1992,32,25
62943,139072,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","62943-139072",1989,35,28
124260,158305,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-02-01",0.682,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","124260-158305",1985,39,32
43478,245058,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","43478-245058",1995,29,22
38354,263479,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","",7.157,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","38354-263479",1994,30,23
87885,126426,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-08-06",1.191,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","87885-126426",1994,30,23
60381,133032,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-29","2018-06-02",1.013,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","60381-133032",1988,36,29
110885,255509,"MARICOPA COUNTY","CORP",2,"2017-05-30","",7.154,2017,"MARICOPA COUNTY - CORP","County","110885-255509",1991,33,26
460,155792,"MARICOPA COUNTY","CORP",2,"2017-05-30","",7.154,2017,"MARICOPA COUNTY - CORP","County","460-155792",1997,27,20
81255,226774,"MARICOPA COUNTY","CORP",2,"2017-05-30","2022-02-19",4.728,2017,"MARICOPA COUNTY - CORP","County","81255-226774",1992,32,25
13868,159617,"MARICOPA COUNTY","CORP",2,"2017-05-30","2024-03-01",6.757,2017,"MARICOPA COUNTY - CORP","County","13868-159617",1992,32,25
99337,144307,"MARICOPA COUNTY","CORP",2,"2017-05-30","",7.154,2017,"MARICOPA COUNTY - CORP","County","99337-144307",1988,36,29
81018,195285,"MARICOPA COUNTY","CORP",2,"2017-05-30","",7.154,2017,"MARICOPA COUNTY - CORP","County","81018-195285",1996,28,21
89751,126760,"MARICOPA COUNTY","CORP",2,"2017-05-30","2019-04-07",1.856,2017,"MARICOPA COUNTY - CORP","County","89751-126760",1990,34,27
7002,147913,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-05-30","",7.154,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","7002-147913",1972,52,45
8263,240763,"MARICOPA COUNTY","CORP",2,"2017-05-30","2017-11-10",0.452,2017,"MARICOPA COUNTY - CORP","County","8263-240763",1971,53,46
97159,129708,"MARICOPA COUNTY","CORP",2,"2017-05-30","2019-05-08",1.941,2017,"MARICOPA COUNTY - CORP","County","97159-129708",1998,26,19
404,256587,"MARICOPA COUNTY","CORP",2,"2017-05-30","2017-11-05",0.438,2017,"MARICOPA COUNTY - CORP","County","404-256587",1977,47,40
96250,177318,"MARICOPA COUNTY","CORP",2,"2017-05-31","2022-12-21",5.561,2017,"MARICOPA COUNTY - CORP","County","96250-177318",1997,27,20
13560,146105,"PINAL COUNTY","CORP",2,"2017-06-03","2023-07-14",6.114,2017,"PINAL COUNTY - CORP","County","13560-146105",1987,37,30
30953,252013,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","2017-12-20",0.545,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","30953-252013",1985,39,32
9507,128057,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","2023-06-08",6.01,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","9507-128057",1979,45,38
60622,153391,"MARICOPA COUNTY","CORP",2,"2017-06-05","",7.138,2017,"MARICOPA COUNTY - CORP","County","60622-153391",1993,31,24
92834,151137,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","2017-12-29",0.569,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","92834-151137",1986,38,31
54994,224790,"YAVAPAI COUNTY","CORP",2,"2017-06-05","2019-04-03",1.829,2017,"YAVAPAI COUNTY - CORP","County","54994-224790",1983,41,34
12345,125901,"DEPT OF JUVENILE CORRECTIONS","CORP",1,"2017-06-05","2018-07-11",1.101,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","12345-125901",1958,66,59
17337,174063,"YAVAPAI COUNTY","CORP",2,"2017-06-05","2020-07-08",3.094,2017,"YAVAPAI COUNTY - CORP","County","17337-174063",1997,27,20
68098,153295,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","2018-07-13",1.106,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","68098-153295",1990,34,27
50223,132929,"DEPARTMENT OF CORRECTIONS","CORP",1,"2017-06-05","2019-07-10",2.097,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","50223-132929",1988,36,29
80751,213328,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","2020-04-07",2.842,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","80751-213328",1990,34,27
67390,208979,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-05","",7.138,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","67390-208979",1978,46,39
114865,129723,"COCONINO COUNTY","CORP",2,"2017-06-05","2018-12-29",1.569,2017,"COCONINO COUNTY - CORP","County","114865-129723",1993,31,24
108837,258440,"MARICOPA COUNTY","CORP",2,"2017-06-06","2019-07-07",2.086,2017,"MARICOPA COUNTY - CORP","County","108837-258440",1989,35,28
63496,238365,"MARICOPA COUNTY","CORP",2,"2017-06-06","2023-04-02",5.823,2017,"MARICOPA COUNTY - CORP","County","63496-238365",1988,36,29
106369,249253,"MARICOPA COUNTY","CORP",2,"2017-06-07","",7.132,2017,"MARICOPA COUNTY - CORP","County","106369-249253",1977,47,40
28715,198985,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2020-12-01",3.474,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","28715-198985",1995,29,22
99732,147850,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2022-10-28",5.38,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","99732-147850",1981,43,36
121764,248382,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","121764-248382",1994,30,23
23637,261051,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","23637-261051",1992,32,25
45330,161875,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","45330-161875",1986,38,31
115592,242705,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","115592-242705",1963,61,54
28643,179970,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-08-30",2.218,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","28643-179970",1975,49,42
76859,164482,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2018-03-02",0.723,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","76859-164482",1971,53,46
59775,174453,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","59775-174453",1993,31,24
69616,150554,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2017-06-30",0.052,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","69616-150554",1993,31,24
65035,210222,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-02-25",1.708,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","65035-210222",1944,80,73
80654,221197,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2021-05-09",3.91,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","80654-221197",1979,45,38
97994,220786,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2018-05-03",0.893,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","97994-220786",1996,28,21
48223,252153,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2018-08-27",1.21,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","48223-252153",1992,32,25
71686,169116,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2020-11-16",3.433,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","71686-169116",1993,31,24
51257,207718,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-04-05",1.815,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","51257-207718",1993,31,24
83594,155614,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-02-22",1.7,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","83594-155614",1996,28,21
80532,187771,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2021-11-19",4.441,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","80532-187771",1988,36,29
119456,189008,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2020-11-11",3.42,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","119456-189008",1995,29,22
37074,147587,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2018-09-17",1.268,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","37074-147587",1983,41,34
27738,172639,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-08-22",2.196,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","27738-172639",1967,57,50
95488,229727,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2021-05-20",3.94,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","95488-229727",1971,53,46
112156,191004,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2021-05-12",3.918,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","112156-191004",1990,34,27
27761,198505,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","27761-198505",1988,36,29
31225,237993,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","31225-237993",1993,31,24
71758,140225,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","71758-140225",1980,44,37
116225,250606,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2021-09-12",4.255,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","116225-250606",1983,41,34
84174,210338,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","84174-210338",1967,57,50
80484,232625,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2017-12-22",0.531,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","80484-232625",1988,36,29
72538,245917,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2019-01-07",1.574,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","72538-245917",1993,31,24
85554,137082,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","85554-137082",1996,28,21
120338,248649,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2020-01-24",2.62,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","120338-248649",1974,50,43
95296,192123,"MOHAVE COUNTY","CORP",2,"2017-06-12","2017-12-18",0.52,2017,"MOHAVE COUNTY - CORP","County","95296-192123",1994,30,23
26369,168510,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2018-09-07",1.24,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","26369-168510",1987,37,30
92059,242753,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","92059-242753",1995,29,22
97156,250988,"MARICOPA COUNTY","CORP",2,"2017-06-12","2019-11-30",2.47,2017,"MARICOPA COUNTY - CORP","County","97156-250988",1995,29,22
114988,241269,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","114988-241269",1993,31,24
94552,174720,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","94552-174720",1982,42,35
42186,169022,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","",7.118,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","42186-169022",1987,37,30
53313,209703,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-12","2020-04-29",2.883,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","53313-209703",1979,45,38
19498,247326,"MARICOPA COUNTY","CORP",1,"2017-06-13","2023-01-20",5.607,2017,"MARICOPA COUNTY - CORP","County","19498-247326",1980,44,37
53744,144165,"PINAL COUNTY","CORP",2,"2017-06-17","",7.105,2017,"PINAL COUNTY - CORP","County","53744-144165",1995,29,22
103973,197877,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-17","2018-05-22",1.591,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","103973-197877",1988,36,29
49942,239923,"PINAL COUNTY","CORP",2,"2017-06-18","2023-07-17",6.081,2017,"PINAL COUNTY - CORP","County","49942-239923",1993,31,24
85091,140155,"PINAL COUNTY","CORP",2,"2017-06-18","2019-07-10",2.062,2017,"PINAL COUNTY - CORP","County","85091-140155",1995,29,22
114786,135744,"PINAL COUNTY","CORP",2,"2017-06-18","",7.102,2017,"PINAL COUNTY - CORP","County","114786-135744",1988,36,29
66983,169737,"PINAL COUNTY","CORP",2,"2017-06-19","",7.099,2017,"PINAL COUNTY - CORP","County","66983-169737",1973,51,44
33650,253558,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2018-03-30",0.78,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","33650-253558",1991,33,26
39113,263878,"PINAL COUNTY","CORP",2,"2017-06-19","2019-06-22",2.01,2017,"PINAL COUNTY - CORP","County","39113-263878",1987,37,30
58194,131872,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2020-11-03",3.379,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","58194-131872",1987,37,30
70586,251701,"MOHAVE COUNTY","CORP",2,"2017-06-19","2019-08-23",2.179,2017,"MOHAVE COUNTY - CORP","County","70586-251701",1998,26,19
108878,170277,"COCONINO COUNTY","CORP",2,"2017-06-19","2018-12-14",1.489,2017,"COCONINO COUNTY - CORP","County","108878-170277",1995,29,22
9030,188054,"PINAL COUNTY","CORP",2,"2017-06-19","2017-08-19",0.989,2017,"PINAL COUNTY - CORP","County","9030-188054",1989,35,28
120427,205796,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2017-09-06",0.219,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","120427-205796",1992,32,25
79067,174535,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","",7.099,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","79067-174535",1974,50,43
35687,138603,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2017-07-20",0.088,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","35687-138603",1958,66,59
35603,241747,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","",7.099,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","35603-241747",1956,68,61
106101,132760,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","",7.099,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","106101-132760",1984,40,33
45670,244891,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2017-07-28",0.11,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","45670-244891",1991,33,26
80346,221224,"COCONINO COUNTY","CORP",2,"2017-06-19","2017-09-22",0.534,2017,"COCONINO COUNTY - CORP","County","80346-221224",1994,30,23
2429,132445,"MARICOPA COUNTY","CORP",2,"2017-06-19","2023-08-24",6.182,2017,"MARICOPA COUNTY - CORP","County","2429-132445",1993,31,24
23562,137442,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2018-01-04",0.548,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","23562-137442",1996,28,21
90617,186839,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-19","2017-08-10",0.145,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","90617-186839",1993,31,24
93341,159866,"DEPT OF JUVENILE CORRECTIONS","CORP",2,"2017-06-20","2017-07-07",0.049,2017,"DEPT OF JUVENILE CORRECTIONS-CORP","State","93341-159866",1991,33,26
72419,243456,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-25","",7.083,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","72419-243456",1994,30,23
75590,205522,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2022-09-28",5.259,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","75590-205522",1987,37,30
37490,251472,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2018-12-28",1.509,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","37490-251472",1976,48,41
24705,203513,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2019-11-16",2.393,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","24705-203513",1991,33,26
27939,229916,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2022-01-05",4.531,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","27939-229916",1957,67,60
68660,160936,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2021-07-06",4.03,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","68660-160936",1991,33,26
104982,217430,"MOHAVE COUNTY","CORP",2,"2017-06-26","2017-07-27",0.088,2017,"MOHAVE COUNTY - CORP","County","104982-217430",1999,25,18
80308,247715,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2018-02-09",0.627,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","80308-247715",1988,36,29
82133,241823,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2018-08-14",1.136,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","82133-241823",1990,34,27
4554,235018,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","4554-235018",1992,32,25
106239,209889,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","106239-209889",1979,45,38
42075,236385,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2018-12-11",1.462,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","42075-236385",1975,49,42
38223,199312,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2022-03-22",4.739,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","38223-199312",1984,40,33
119985,219502,"YUMA COUNTY","CORP",2,"2017-06-26","2018-07-20",1.068,2017,"YUMA COUNTY - CORP","County","119985-219502",1991,33,26
22111,179189,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2020-10-16",3.31,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","22111-179189",1992,32,25
54192,228426,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","54192-228426",1994,30,23
87276,186822,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2019-09-06",2.198,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","87276-186822",1993,31,24
95838,189648,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","95838-189648",1990,34,27
11223,164164,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2018-04-06",0.78,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","11223-164164",1994,30,23
17395,145013,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2022-03-06",4.695,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","17395-145013",1992,32,25
26231,190682,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2024-06-21",6.99,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","26231-190682",1991,33,26
84195,240200,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",13.328,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","84195-240200",1962,62,55
96775,131590,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","96775-131590",1977,47,40
79826,208849,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","79826-208849",1991,33,26
27408,216383,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2019-04-05",1.777,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","27408-216383",1995,29,22
122047,194472,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","122047-194472",1988,36,29
43103,260951,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2023-07-21",6.07,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","43103-260951",1989,35,28
109897,134706,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","109897-134706",1992,32,25
19340,137304,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","19340-137304",1993,31,24
57852,163676,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","57852-163676",1980,44,37
110824,247518,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2023-03-07",5.697,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","110824-247518",1972,52,45
55497,125282,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","55497-125282",1995,29,22
121668,142165,"DEPARTMENT OF CORRECTIONS","CORP",1,"2017-06-26","2019-03-22",20.039,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","121668-142165",1973,51,44
52894,247765,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","",7.08,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","52894-247765",1992,32,25
121930,166427,"DEPARTMENT OF CORRECTIONS","CORP",2,"2017-06-26","2019-04-01",1.766,2017,"DEPARTMENT OF CORRECTIONS - CORP","State","121930-166427",1992,32,25
